File Name: JornadaStudy_086_smes_plant_cover_line_data.csv    Last Update: 03/27/2012    By: John P. Anderson
File header updated by Ken Ramsey on 01/23/2013.

Dataset: SMES vegetation line intercept data [Dataset ID: DSL2006014]
Project: Small Mammal Exclosure Study [Project ID: PRL2006022]

date    - Date data was collected [mm/dd/yyyy]
"site    - Site location code [C=Creosotebush, G=Grassland]"
block   - Block Number [1-4]
plot    - Plot number [1-4]
"treatment - Treatment type [C=Control, R=Rodent Exclosuer, L=Laghmorph"
"          Exclosure, B=Bovine Exclosure"
"line    - Line number [Begins at quad 1,3,and 5]"
"spp - Species Code, see SMESSPP.LST for complete species code"
          listing.
intercept   - Distance from beginning of line (0 cm) to beginning of
          perennial species intercept along tape (cm)
id      - Analog cassette tape label
comment_code - Comment code (0=No comment / 1=See data history log)
keyfield - spatial primary key field (specific to Jornada Information Management System [JIMS])
datasetid - old dataset identifier (specific to JIMS)
"POINT_X - x spatial coodinate [NEED COORDINATE SYSTEM, DATUM, PROJECTION SYSTEM, ...] (specific to JIMS)"
"POINT_Y -  y spatial coodinate [NEED COORDINATE SYSTEM, DATUM, PROJECTION SYSTEM, ...] (specific to JIMS)"
table_id - data table id (specific to JIMS)
layer_id - spatial layer id (specific to JIMS)

date,site,block,plot,treatment,line,spp,intercept,id,comment_code,keyfield,datasetid,POINT_X,POINT_Y,table_id,layer_id
11/08/1995,C,4,2,C,1,MUPO,620,SMXVLF95.DL1,0,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,LATR,635,SMXVLF95.DL1,1,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,MUPO,700,SMXVLF95.DL1,0,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,LATR,720,SMXVLF95.DL1,0,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,SOIL,800,SMXVLF95.DL1,0,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,MUPO,1460,SMXVLF95.DL1,0,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,LATR,1505,SMXVLF95.DL1,1,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,MUPO,1520,SMXVLF95.DL1,0,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,SOIL,1550,SMXVLF95.DL1,0,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,ARPUD,1930,SMXVLF95.DL1,0,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,SOIL,1940,SMXVLF95.DL1,0,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,DAPUD,1990,SMXVLF95.DL1,0,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,SOIL,2005,SMXVLF95.DL1,0,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,LATR,2080,SMXVLF95.DL1,0,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,SOIL,2090,SMXVLF95.DL1,0,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,PLMU,2170,SMXVLF95.DL1,0,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,SOIL,2255,SMXVLF95.DL1,0,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,LATR,2445,SMXVLF95.DL1,0,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,MUPO,2450,SMXVLF95.DL1,0,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,LATR,2520,SMXVLF95.DL1,1,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,MUPO,2605,SMXVLF95.DL1,0,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,SOIL,2650,SMXVLF95.DL1,0,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,MUPO,2660,SMXVLF95.DL1,0,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,LATR,2685,SMXVLF95.DL1,1,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,MUPO,2715,SMXVLF95.DL1,0,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,LATR,2750,SMXVLF95.DL1,1,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,MUPO,2770,SMXVLF95.DL1,0,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,FLCE,2790,SMXVLF95.DL1,1,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,MUPO,2820,SMXVLF95.DL1,0,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,SOIL,2850,SMXVLF95.DL1,0,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,MUPO,2905,SMXVLF95.DL1,0,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,1,END,2920,SMXVLF95.DL1,0,C421,DSL2006014,-106.7784384,32.51669475,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,MUPO,0,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,LATR,40,SMXVLF95.DL1,1,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,MUPO,55,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,LATR,75,SMXVLF95.DL1,1,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,SOIL,160,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,LATR,180,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,SOIL,195,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,LATR,390,SMXVLF95.DL1,1,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,MUPO,570,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,SOIL,590,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,MUPO,760,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,LATR,770,SMXVLF95.DL1,1,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,MUPO,820,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,FLCE,840,SMXVLF95.DL1,1,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,MUPO,880,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,SOIL,960,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,MUPO,1040,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,LATR,1055,SMXVLF95.DL1,1,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,MUPO,1185,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,SOIL,1220,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,MUPO,1545,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,SOIL,1625,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,MUPO,1755,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,LATR,1800,SMXVLF95.DL1,1,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,MUPO,1910,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,SOIL,1960,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,MUPO,2040,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,SOIL,2060,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,LATR,2150,SMXVLF95.DL1,1,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,MUPO,2280,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,SOIL,2320,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,LATR,2435,SMXVLF95.DL1,1,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,MUPO,2450,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,SOIL,2510,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,LATR,2630,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,SOIL,2760,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,MUPO,2870,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,3,END,2920,SMXVLF95.DL1,0,C423,DSL2006014,-106.7785591,32.51669295,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,5,SOIL,0,SMXVLF95.DL1,0,C425,DSL2006014,-106.778682,32.51669177,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,5,MUPOD,205,SMXVLF95.DL1,0,C425,DSL2006014,-106.778682,32.51669177,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,5,SOIL,225,SMXVLF95.DL1,0,C425,DSL2006014,-106.778682,32.51669177,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,5,FLCE,640,SMXVLF95.DL1,1,C425,DSL2006014,-106.778682,32.51669177,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,5,MUPO,790,SMXVLF95.DL1,0,C425,DSL2006014,-106.778682,32.51669177,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,5,SOIL,800,SMXVLF95.DL1,0,C425,DSL2006014,-106.778682,32.51669177,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,5,LATR,1280,SMXVLF95.DL1,0,C425,DSL2006014,-106.778682,32.51669177,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,5,SOIL,1300,SMXVLF95.DL1,0,C425,DSL2006014,-106.778682,32.51669177,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,5,PLMU,1380,SMXVLF95.DL1,0,C425,DSL2006014,-106.778682,32.51669177,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,5,SOIL,1420,SMXVLF95.DL1,0,C425,DSL2006014,-106.778682,32.51669177,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,5,LATR,1530,SMXVLF95.DL1,1,C425,DSL2006014,-106.778682,32.51669177,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,5,SOIL,1575,SMXVLF95.DL1,0,C425,DSL2006014,-106.778682,32.51669177,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,5,LATR,1740,SMXVLF95.DL1,1,C425,DSL2006014,-106.778682,32.51669177,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,5,SOIL,1890,SMXVLF95.DL1,0,C425,DSL2006014,-106.778682,32.51669177,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,5,PENA,1990,SMXVLF95.DL1,0,C425,DSL2006014,-106.778682,32.51669177,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,5,SOIL,1995,SMXVLF95.DL1,0,C425,DSL2006014,-106.778682,32.51669177,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,5,PLMU,2145,SMXVLF95.DL1,0,C425,DSL2006014,-106.778682,32.51669177,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,5,SOIL,2220,SMXVLF95.DL1,0,C425,DSL2006014,-106.778682,32.51669177,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,5,FLCE,2285,SMXVLF95.DL1,1,C425,DSL2006014,-106.778682,32.51669177,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,5,LATR,2355,SMXVLF95.DL1,1,C425,DSL2006014,-106.778682,32.51669177,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,5,MUPO,2370,SMXVLF95.DL1,0,C425,DSL2006014,-106.778682,32.51669177,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,5,LATR,2380,SMXVLF95.DL1,1,C425,DSL2006014,-106.778682,32.51669177,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,5,SOIL,2410,SMXVLF95.DL1,0,C425,DSL2006014,-106.778682,32.51669177,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,5,DAPUD,2560,SMXVLF95.DL1,0,C425,DSL2006014,-106.778682,32.51669177,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,5,SOIL,2570,SMXVLF95.DL1,0,C425,DSL2006014,-106.778682,32.51669177,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,5,FLCE,2860,SMXVLF95.DL1,1,C425,DSL2006014,-106.778682,32.51669177,100-086-1.1,210-086-1.1
11/08/1995,C,4,2,C,5,END,2900,SMXVLF95.DL1,0,C425,DSL2006014,-106.778682,32.51669177,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,SOIL,0,SMXVLF95.DL1,0,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,LATR,105,SMXVLF95.DL1,1,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,MUPO,200,SMXVLF95.DL1,0,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,LATR,225,SMXVLF95.DL1,1,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,SOIL,250,SMXVLF95.DL1,0,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,LATR,380,SMXVLF95.DL1,0,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,SOIL,450,SMXVLF95.DL1,0,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,LATR,665,SMXVLF95.DL1,0,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,SOIL,750,SMXVLF95.DL1,0,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,LATR,800,SMXVLF95.DL1,0,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,SOIL,965,SMXVLF95.DL1,0,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,LATR,980,SMXVLF95.DL1,1,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,SOIL,1050,SMXVLF95.DL1,0,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,LATR,1085,SMXVLF95.DL1,0,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,SOIL,1165,SMXVLF95.DL1,0,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,LATR,1320,SMXVLF95.DL1,0,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,SOIL,1390,SMXVLF95.DL1,0,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,DAPUD,1930,SMXVLF95.DL1,0,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,SOIL,1940,SMXVLF95.DL1,0,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,GUSAD,1995,SMXVLF95.DL1,0,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,SOIL,2015,SMXVLF95.DL1,0,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,GUSAD,2170,SMXVLF95.DL1,0,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,SOIL,2190,SMXVLF95.DL1,0,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,DAPUD,2240,SMXVLF95.DL1,0,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,SOIL,2250,SMXVLF95.DL1,0,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,DAPUD,2325,SMXVLF95.DL1,0,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,SOIL,2335,SMXVLF95.DL1,0,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,FLCE,2480,SMXVLF95.DL1,1,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,SOIL,2530,SMXVLF95.DL1,0,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,FLCE,2615,SMXVLF95.DL1,0,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,SOIL,2695,SMXVLF95.DL1,0,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,1,END,2910,SMXVLF95.DL1,0,C431,DSL2006014,-106.7784426,32.51720534,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,LATR,0,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,SOIL,50,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,DAPUD,120,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,SOIL,130,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,DAPUD,270,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,SOIL,285,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,MUPO,360,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,SOIL,385,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,EPTR,480,SMXVLF95.DL1,1,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,MUPO,560,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,LATR,640,SMXVLF95.DL1,1,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,MUPO,750,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,SOIL,785,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,LATR,850,SMXVLF95.DL1,1,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,MUPO,930,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,LATR,960,SMXVLF95.DL1,1,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,SOIL,1020,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,LATR,1130,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,SOIL,1160,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,ZIACD,1380,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,SOIL,1400,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,MUPO,1560,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,FLCE,1575,SMXVLF95.DL1,1,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,LATR,1660,SMXVLF95.DL1,1,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,SOIL,1695,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,MUPO,1920,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,LATR,1930,SMXVLF95.DL1,1,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,MUPO,1955,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,SOIL,1995,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,MUPO,2020,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,SOIL,2065,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,FLCE,2235,SMXVLF95.DL1,1,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,MUPO,2330,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,SOIL,2340,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,LATR,2470,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,SOIL,2495,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,MUPO,2510,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,GUSAD,2620,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,SOIL,2645,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,C,4,3,L,3,END,2910,SMXVLF95.DL1,0,C433,DSL2006014,-106.7785643,32.5172008,100-086-1.1,210-086-1.1
11/08/1995,G,4,3,L,5,MUPO,0,SMXVLF95.DL1,0,G435,DSL2006014,-106.856703,32.59146616,100-086-1.1,210-086-1.1
11/08/1995,G,4,3,L,5,LATR,25,SMXVLF95.DL1,1,G435,DSL2006014,-106.856703,32.59146616,100-086-1.1,210-086-1.1
11/08/1995,G,4,3,L,5,MUPO,35,SMXVLF95.DL1,0,G435,DSL2006014,-106.856703,32.59146616,100-086-1.1,210-086-1.1
