countryName,indicatorName,dataYear,dataValue,displayValue,dataPR,dataSE
"Cabo Verde","Girls' Pri Edu Completion Rate (LIC only)","2015","98.1","98.1","0.478260869565217",""
"Cabo Verde","Girls' Sec Edu Enrollment Rate (LMIC only)","2011","118.0","118.0","1",""
"Cabo Verde","Girls' Sec Edu Enrollment Rate (LMIC only)","2012","118.5","118.5","1",""
"Cabo Verde","Girls' Sec Edu Enrollment Rate (LMIC only)","2013","121.1","121.1","1",""
"Cabo Verde","Girls' Sec Edu Enrollment Rate (LMIC only)","2014","117.5","117.5","1",""
"Cabo Verde","Girls' Sec Edu Enrollment Rate (LMIC only)","2015","117.5","117.5","1",""
"Cabo Verde","Government Effectiveness","2010","0.42","0.42","0.851851851851852","0.21354220807552340"
"Cabo Verde","Government Effectiveness","2011","0.64","0.64","0.962962962962963","0.21542254090309140"
"Cabo Verde","Government Effectiveness","2012","0.51","0.51","0.962962962962963","0.21437063813209530"
"Cabo Verde","Government Effectiveness","2013","0.49","0.49","0.925925925925926","0.18737132847309110"
"Cabo Verde","Government Effectiveness","2014","0.46","0.46","0.851851851851852","0.20046561956405640"
"Cabo Verde","Government Effectiveness","2015","0.57","0.57","0.925925925925926","0.19105488061904910"
"Cabo Verde","Health Expenditures","2009","3.24","3.24","0.518518518518518",""
"Cabo Verde","Health Expenditures","2010","3.43","3.43","0.518518518518518",""
"Cabo Verde","Health Expenditures","2011","3.34","3.34","0.555555555555556",""
"Cabo Verde","Health Expenditures","2012","3.34","3.34","0.518518518518518",""
"Cabo Verde","Health Expenditures","2013","3.12","3.12","0.444444444444444",""
"Cabo Verde","Health Expenditures","2014","3.56","3.56","0.481481481481481",""
"Cabo Verde","Immunization Rates","2010","98","98.0","0.884615384615385",""
"Cabo Verde","Immunization Rates","2011","93","93.0","0.538461538461538",""
"Cabo Verde","Immunization Rates","2012","92.5","92.5","0.5",""
"Cabo Verde","Immunization Rates","2013","92","92.0","0.5",""
"Cabo Verde","Immunization Rates","2014","94","94.0","0.62962962962963",""
"Cabo Verde","Immunization Rates","2015","92.5","92.5","0.555555555555556",""
"Cabo Verde","Inflation","2010","2.1","2.1","0.851851851851852",""
"Cabo Verde","Inflation","2011","4.5","4.5","0.740740740740741",""
"Cabo Verde","Inflation","2012","2.5","2.5","0.740740740740741",""
"Cabo Verde","Inflation","2013","1.5","1.5","0.851851851851852",""
"Cabo Verde","Inflation","2014","-0.2","-0.2","0.962962962962963",""
"Cabo Verde","Inflation","2015","0.1","0.1","0.851851851851852",""
"Cabo Verde","Land Rights and Access","2012","0.7658298","0.77","",""
"Cabo Verde","Land Rights and Access","2013","0.7708301","0.77","",""
"Cabo Verde","Land Rights and Access","2014","0.770452","0.77","",""
"Cabo Verde","Land Rights and Access","2015","0.8084942","0.81","",""
"Cabo Verde","Land Rights and Access","2016","0.808060509257965","0.81","0.791666666666667",""
"Cabo Verde","Natural Resource Protection","2011","100","100","1",""
"Cabo Verde","Natural Resource Protection","2012","14.6428441","14.6","0.0740740740740741",""
"Cabo Verde","Natural Resource Protection","2013","14.6428441","14.6","0.0740740740740741",""
"Cabo Verde","Natural Resource Protection","2014","14.892618156","14.9","0.0740740740740741",""
"Cabo Verde","Natural Resource Protection","2015","14.892618156","14.9","0.037037037037037",""
"Cabo Verde","Natural Resource Protection","2016","14.892618156","14.9","0.037037037037037",""
"Cabo Verde","Political Rights","2010","37","37","1",""
"Cabo Verde","Political Rights","2011","37","37","1",""
"Cabo Verde","Political Rights","2012","37","37","1",""
"Cabo Verde","Political Rights","2013","37","37","1",""
"Cabo Verde","Political Rights","2014","37","37","1",""
"Cabo Verde","Political Rights","2015","37","37","1",""
"Cabo Verde","Primary Education Expenditures","2011","2.2","2.18","0.733333333333333",""
"Cabo Verde","Primary Education Expenditures","2012","2.2","2.18","0.6875",""
"Cabo Verde","Primary Education Expenditures","2013","1.9","1.93","0.6875",""
"Cabo Verde","Primary Education Expenditures","2014","1.9","1.93","0.6875",""
"Cabo Verde","Primary Education Expenditures","2015","1.9","1.93","0.705882352941177",""
"Cabo Verde","Regulatory Quality","2010","0.30","0.30","0.888888888888889","0.1956535577774048"
"Cabo Verde","Regulatory Quality","2011","0.40","0.40","0.925925925925926","0.1945466101169586"
"Cabo Verde","Regulatory Quality","2012","0.47","0.47","0.925925925925926","0.2070159018039703"
"Cabo Verde","Regulatory Quality","2013","0.23","0.23","0.814814814814815","0.2011882364749908"
"Cabo Verde","Regulatory Quality","2014","0.19","0.19","0.703703703703704","0.2049278914928436"
"Cabo Verde","Regulatory Quality","2015","0.14","0.14","0.666666666666667","0.1976241916418076"
"Cabo Verde","Rule of Law","2010","0.90","0.90","0.962962962962963","0.1507499516010284"
"Cabo Verde","Rule of Law","2011","0.91","0.91","0.962962962962963","0.1468854397535324"
"Cabo Verde","Rule of Law","2012","0.94","0.94","0.962962962962963","0.1488982141017914"
"Cabo Verde","Rule of Law","2013","0.91","0.91","0.962962962962963","0.1442586779594421"
"Cabo Verde","Rule of Law","2014","0.92","0.92","0.962962962962963","0.1547994613647461"
"Cabo Verde","Rule of Law","2015","0.92","0.92","0.962962962962963","0.1541128009557724"
"Cabo Verde","Trade Policy","2012","66.9","66.9","",""
"Cabo Verde","Trade Policy","2013","69.6","69.6","",""
"Cabo Verde","Trade Policy","2014","69.6","69.6","",""
"Cabo Verde","Trade Policy","2015","68.2","68.2","",""
"Cabo Verde","Trade Policy","2016","68.22","68.2","0.222222222222222",""
"Cambodia","Access to Credit ","2012","50","50","",""
"Cambodia","Access to Credit ","2013","74","74","",""
"Cambodia","Access to Credit ","2014","74","74","",""
"Cambodia","Access to Credit ","2015","74","74","",""
"Cambodia","Access to Credit ","2016","80","80","0.980769230769231",""
"Cambodia","Business Start-Up ","2012","0.7521182","0.752","",""
"Cambodia","Business Start-Up ","2013","0.5507729","0.551","",""
"Cambodia","Business Start-Up ","2014","0.3671778","0.367","",""
"Cambodia","Business Start-Up ","2015","0.5793885","0.579","",""
"Cambodia","Business Start-Up ","2016","0.717662849300814","0.718","0.115384615384615",""
"Cambodia","Child Health","2011","70.64426540","70.6","0.788461538461538",""
"Cambodia","Child Health","2012","70.64426540","70.6","0.788461538461538",""
"Cambodia","Child Health","2013","70.64426540","70.6","0.788461538461538",""
"Cambodia","Child Health","2014","70.64426540","70.6","0.788461538461538",""
"Cambodia","Child Health","2015","70.64426540","70.6","0.788461538461538",""
"Cambodia","Child Health","2016","70.64426540","70.6","0.788461538461538",""
"Cambodia","Civil Liberties","2010","20","20","0.326923076923077",""
"Cambodia","Civil Liberties","2011","21","21","0.377358490566038",""
"Cambodia","Civil Liberties","2012","20","20","0.358490566037736",""
"Cambodia","Civil Liberties","2013","20","20","0.358490566037736",""
"Cambodia","Civil Liberties","2014","20","20","0.377358490566038",""
"Cambodia","Civil Liberties","2015","21","21","0.39622641509434",""
"Cambodia","Control of Corruption","2010","-0.43","-0.43","0.150943396226415","0.1471897959709168"
"Cambodia","Control of Corruption","2011","-0.35","-0.35","0.188679245283019","0.1581674367189407"
"Cambodia","Control of Corruption","2012","-0.14","-0.14","0.377358490566038","0.1561435461044312"
"Cambodia","Control of Corruption","2013","-0.15","-0.15","0.415094339622642","0.1471676230430603"
"Cambodia","Control of Corruption","2014","-0.21","-0.21","0.320754716981132","0.1469098776578903"
"Cambodia","Control of Corruption","2015","-0.23","-0.23","0.320754716981132","0.1443758457899094"
"Cambodia","Fiscal Policy","2010","-2.13233333333333","-2.1","0.56",""
"Cambodia","Fiscal Policy","2011","-3.659","-3.7","0.372549019607843",""
"Cambodia","Fiscal Policy","2012","-3.57266666666667","-3.6","0.333333333333333",""
"Cambodia","Fiscal Policy","2013","-3.326","-3.3","0.36",""
"Cambodia","Fiscal Policy","2014","-2.38833333333333","-2.4","0.62",""
"Cambodia","Fiscal Policy","2015","-1.641","-1.6","0.76",""
"Cambodia","Freedom of Information","2012","63","63","",""
"Cambodia","Freedom of Information","2013","66","66","",""
"Cambodia","Freedom of Information","2014","66","66","",""
"Cambodia","Freedom of Information","2015","70","70","",""
"Cambodia","Freedom of Information","2016","73","73","0.30188679245283",""
"Cambodia","Gender in the Economy","2010","0","0","1",""
"Cambodia","Gender in the Economy","2011","0","0","1",""
"Cambodia","Gender in the Economy","2012","0","0","1",""
"Cambodia","Gender in the Economy","2013","0","0","1",""
"Cambodia","Gender in the Economy","2014","0","0","1",""
"Cambodia","Gender in the Economy","2015","0","0","1",""
"Cambodia","Gender in the Economy","2016","0","0","1",""
"Cambodia","Girls' Pri Edu Completion Rate (LIC only)","2011","87.0","87.0","0.777777777777778",""
"Cambodia","Girls' Pri Edu Completion Rate (LIC only)","2012","92.5","92.5","0.851063829787234",""
"Cambodia","Girls' Pri Edu Completion Rate (LIC only)","2013","90.2","90.2","0.8125",""
"Cambodia","Girls' Pri Edu Completion Rate (LIC only)","2014","96.3","96.3","0.857142857142857",""
"Cambodia","Girls' Pri Edu Completion Rate (LIC only)","2015","96.3","96.3","0.816326530612245",""
"Cambodia","Girls' Sec Edu Enrollment Rate (LMIC only)","2011","57.6","57.6","0.659090909090909",""
"Cambodia","Girls' Sec Edu Enrollment Rate (LMIC only)","2012","57.6","57.6","0.622222222222222",""
"Cambodia","Girls' Sec Edu Enrollment Rate (LMIC only)","2013","58.9","58.9","0.577777777777778",""
"Cambodia","Girls' Sec Edu Enrollment Rate (LMIC only)","2014","61.0","61.0","0.630434782608696",""
"Cambodia","Girls' Sec Edu Enrollment Rate (LMIC only)","2015","61.0","61.0","0.630434782608696",""
"Cambodia","Government Effectiveness","2010","0.00","0.00","0.5","0.20694592595100400"
"Cambodia","Government Effectiveness","2011","0.04","0.04","0.566037735849057","0.20743101835250850"
"Cambodia","Government Effectiveness","2012","0.14","0.14","0.60377358490566","0.20741429924964910"
"Cambodia","Government Effectiveness","2013","0.02","0.02","0.547169811320755","0.20153151452541350"
"Cambodia","Government Effectiveness","2014","0.23","0.23","0.716981132075472","0.21008242666721340"
"Cambodia","Government Effectiveness","2015","0.24","0.24","0.679245283018868","0.21523763239383700"
"Cambodia","Health Expenditures","2009","1.31","1.31","0.122448979591837",""
"Cambodia","Health Expenditures","2010","1.44","1.44","0.224489795918367",""
"Cambodia","Health Expenditures","2011","1.34","1.34","0.183673469387755",""
"Cambodia","Health Expenditures","2012","1.5","1.5","0.235294117647059",""
"Cambodia","Health Expenditures","2013","1.4","1.4","0.196078431372549",""
"Cambodia","Health Expenditures","2014","1.25","1.25","0.137254901960784",""
"Cambodia","Immunization Rates","2010","92.5","92.5","0.788461538461538",""
"Cambodia","Immunization Rates","2011","93.5","93.5","0.773584905660377",""
"Cambodia","Immunization Rates","2012","94","94.0","0.754716981132076",""
"Cambodia","Immunization Rates","2013","91","91.0","0.735849056603774",""
"Cambodia","Immunization Rates","2014","95.5","95.5","0.867924528301887",""
"Cambodia","Immunization Rates","2015","85","85.0","0.566037735849057",""
"Cambodia","Inflation","2010","4.0","4","0.64",""
"Cambodia","Inflation","2011","5.5","5.5","0.653061224489796",""
"Cambodia","Inflation","2012","2.9","2.9","0.8",""
"Cambodia","Inflation","2013","3.0","3","0.7",""
"Cambodia","Inflation","2014","3.9","3.9","0.6",""
"Cambodia","Inflation","2015","1.2","1.2","0.8",""
"Cambodia","Land Rights and Access","2012","0.6523985","0.65","",""
"Cambodia","Land Rights and Access","2013","0.6902069","0.69","",""
"Cambodia","Land Rights and Access","2014","0.690365","0.69","",""
"Cambodia","Land Rights and Access","2015","0.706211","0.71","",""
"Cambodia","Land Rights and Access","2016","0.739864648471668","0.74","0.686274509803922",""
"Cambodia","Natural Resource Protection","2011","93.588300248","93.6","0.60377358490566",""
"Cambodia","Natural Resource Protection","2012","100","100","1",""
"Cambodia","Natural Resource Protection","2013","100","100","1",""
"Cambodia","Natural Resource Protection","2014","100","100","1",""
"Cambodia","Natural Resource Protection","2015","100","100","1",""
"Cambodia","Natural Resource Protection","2016","100","100","1",""
"Cambodia","Political Rights","2010","9","9","0.288461538461538",""
"Cambodia","Political Rights","2011","9","9","0.30188679245283",""
"Cambodia","Political Rights","2012","9","9","0.283018867924528",""
"Cambodia","Political Rights","2013","10","10","0.339622641509434",""
"Cambodia","Political Rights","2014","11","11","0.377358490566038",""
"Cambodia","Political Rights","2015","11","11","0.377358490566038",""
"Cambodia","Primary Education Expenditures","2011","1.1","1.09","0.272727272727273",""
"Cambodia","Primary Education Expenditures","2012","0.8","0.77","0.0810810810810811",""
"Cambodia","Primary Education Expenditures","2013","1.0","1.00","0.131578947368421",""
"Cambodia","Primary Education Expenditures","2014","1.0","1.00","0.131578947368421",""
"Cambodia","Primary Education Expenditures","2015","1.0","1.00","0.131578947368421",""
"Cambodia","Regulatory Quality","2010","0.36","0.36","0.75","0.1680070012807846"
"Cambodia","Regulatory Quality","2011","0.23","0.23","0.660377358490566","0.1593828648328781"
"Cambodia","Regulatory Quality","2012","0.46","0.46","0.830188679245283","0.1721255630254746"
"Cambodia","Regulatory Quality","2013","0.48","0.48","0.830188679245283","0.1734563857316971"
"Cambodia","Regulatory Quality","2014","0.41","0.41","0.830188679245283","0.1888040453195572"
"Cambodia","Regulatory Quality","2015","0.34","0.34","0.773584905660377","0.1820480376482010"
"Cambodia","Rule of Law","2010","-0.17","-0.17","0.346153846153846","0.1472153663635254"
"Cambodia","Rule of Law","2011","-0.09","-0.09","0.39622641509434","0.1374525874853134"
"Cambodia","Rule of Law","2012","-0.06","-0.06","0.433962264150943","0.1422436088323593"
"Cambodia","Rule of Law","2013","-0.08","-0.08","0.39622641509434","0.1415357291698456"
"Cambodia","Rule of Law","2014","-0.08","-0.08","0.415094339622642","0.1523862481117249"
"Cambodia","Rule of Law","2015","-0.09","-0.09","0.39622641509434","0.1503563225269318"
"Cambodia","Trade Policy","2012","70.2","70.2","",""
"Cambodia","Trade Policy","2013","71","71","",""
"Cambodia","Trade Policy","2014","72.2","72.2","",""
"Cambodia","Trade Policy","2015","72.2","72.2","",""
"Cambodia","Trade Policy","2016","80.3","80.3","0.979591836734694",""
"Cameroon","Access to Credit ","2012","30","30","",""
"Cameroon","Access to Credit ","2013","30","30","",""
"Cameroon","Access to Credit ","2014","30","30","",""
"Cameroon","Access to Credit ","2015","30","30","",""
"Cameroon","Access to Credit ","2016","30","30","0.596153846153846",""
"Cameroon","Business Start-Up ","2012","0.9270405","0.927","",""
"Cameroon","Business Start-Up ","2013","0.9157134","0.916","",""
"Cameroon","Business Start-Up ","2014","0.8799264","0.88","",""
"Cameroon","Business Start-Up ","2015","0.8999048","0.9","",""
"Cameroon","Business Start-Up ","2016","0.930543169944423","0.931","0.557692307692308",""
"Cameroon","Child Health","2011","54.07069875","54.1","0.5",""
"Cameroon","Child Health","2012","54.07069875","54.1","0.5",""
"Cameroon","Child Health","2013","54.07069875","54.1","0.5",""
"Cameroon","Child Health","2014","54.07069875","54.1","0.5",""
"Cameroon","Child Health","2015","54.07069875","54.1","0.5",""
"Cameroon","Child Health","2016","54.07069875","54.1","0.5",""
"Cameroon","Civil Liberties","2010","16","16","0.211538461538462",""
"Cameroon","Civil Liberties","2011","16","16","0.245283018867925",""
"Cameroon","Civil Liberties","2012","16","16","0.169811320754717",""
"Cameroon","Civil Liberties","2013","16","16","0.207547169811321",""
"Cameroon","Civil Liberties","2014","16","16","0.226415094339623",""
"Cameroon","Civil Liberties","2015","15","15","0.264150943396226",""
"Cameroon","Control of Corruption","2010","-0.18","-0.18","0.39622641509434","0.1680525392293930"
"Cameroon","Control of Corruption","2011","-0.21","-0.21","0.320754716981132","0.1525387167930603"
"Cameroon","Control of Corruption","2012","-0.35","-0.35","0.150943396226415","0.1461261361837387"
"Cameroon","Control of Corruption","2013","-0.33","-0.33","0.226415094339623","0.1431884467601776"
"Cameroon","Control of Corruption","2014","-0.28","-0.28","0.245283018867925","0.1412305831909180"
"Cameroon","Control of Corruption","2015","-0.22","-0.22","0.339622641509434","0.1379024535417557"
"Cameroon","Fiscal Policy","2010","0.366333333333333","0.4","0.88",""
"Cameroon","Fiscal Policy","2011","-1.24366666666667","-1.2","0.784313725490196",""
"Cameroon","Fiscal Policy","2012","-1.75766666666667","-1.8","0.627450980392157",""
"Cameroon","Fiscal Policy","2013","-2.713","-2.7","0.58",""
"Cameroon","Fiscal Policy","2014","-3.393","-3.4","0.44",""
"Cameroon","Fiscal Policy","2015","-3.757","-3.8","0.4",""
"Cameroon","Freedom of Information","2012","68","68","",""
"Cameroon","Freedom of Information","2013","66","66","",""
"Cameroon","Freedom of Information","2014","66","66","",""
"Cameroon","Freedom of Information","2015","66","66","",""
"Cameroon","Freedom of Information","2016","65","65","0.39622641509434",""
"Cameroon","Gender in the Economy","2010","4","4","0.243243243243243",""
"Cameroon","Gender in the Economy","2011","4","4","0.236842105263158",""
"Cameroon","Gender in the Economy","2012","4","4","0.236842105263158",""
"Cameroon","Gender in the Economy","2013","4","4","0.17948717948718",""
"Cameroon","Gender in the Economy","2014","4","4","0.17948717948718",""
"Cameroon","Gender in the Economy","2015","4","4","0.176470588235294",""
"Cameroon","Gender in the Economy","2016","4","4","0.176470588235294",""
"Cameroon","Girls' Pri Edu Completion Rate (LIC only)","2011","63.8","63.8","0.511111111111111",""
"Cameroon","Girls' Pri Edu Completion Rate (LIC only)","2012","67.8","67.8","0.48936170212766",""
"Cameroon","Girls' Pri Edu Completion Rate (LIC only)","2013","67.8","67.8","0.4375",""
"Cameroon","Girls' Pri Edu Completion Rate (LIC only)","2014","67.8","67.8","0.428571428571429",""
"Cameroon","Girls' Pri Edu Completion Rate (LIC only)","2015","67.8","67.8","0.428571428571429",""
"Cameroon","Girls' Sec Edu Enrollment Rate (LMIC only)","2011","53.2","53.2","0.613636363636364",""
"Cameroon","Girls' Sec Edu Enrollment Rate (LMIC only)","2012","56.4","56.4","0.6",""
"Cameroon","Girls' Sec Edu Enrollment Rate (LMIC only)","2013","54.6","54.6","0.511111111111111",""
"Cameroon","Girls' Sec Edu Enrollment Rate (LMIC only)","2014","61.8","61.8","0.652173913043478",""
"Cameroon","Girls' Sec Edu Enrollment Rate (LMIC only)","2015","61.8","61.8","0.652173913043478",""
"Cameroon","Government Effectiveness","2010","0.05","0.05","0.538461538461538","0.18618297576904300"
"Cameroon","Government Effectiveness","2011","0.01","0.01","0.528301886792453","0.18446157872676850"
"Cameroon","Government Effectiveness","2012","0.06","0.06","0.547169811320755","0.18543210625648500"
"Cameroon","Government Effectiveness","2013","0.01","0.01","0.509433962264151","0.16799809038639070"
"Cameroon","Government Effectiveness","2014","0.14","0.14","0.60377358490566","0.17915938794612890"
"Cameroon","Government Effectiveness","2015","0.17","0.17","0.60377358490566","0.17263118922710420"
"Cameroon","Health Expenditures","2009","1.28","1.28","0.102040816326531",""
"Cameroon","Health Expenditures","2010","1.51","1.51","0.285714285714286",""
"Cameroon","Health Expenditures","2011","1.33","1.33","0.163265306122449",""
"Cameroon","Health Expenditures","2012","1.07","1.07","0.137254901960784",""
"Cameroon","Health Expenditures","2013","1.01","1.01","0.0980392156862745",""
"Cameroon","Health Expenditures","2014","0.94","0.94","0.0392156862745098",""
"Cameroon","Immunization Rates","2010","81.5","81.5","0.5",""
"Cameroon","Immunization Rates","2011","79","79.0","0.452830188679245",""
"Cameroon","Immunization Rates","2012","83.5","83.5","0.528301886792453",""
"Cameroon","Immunization Rates","2013","86","86.0","0.60377358490566",""
"Cameroon","Immunization Rates","2014","83.5","83.5","0.528301886792453",""
"Cameroon","Immunization Rates","2015","81.5","81.5","0.471698113207547",""
"Cameroon","Inflation","2010","1.3","1.3","0.88",""
"Cameroon","Inflation","2011","2.9","2.9","0.877551020408163",""
"Cameroon","Inflation","2012","2.4","2.4","0.88",""
"Cameroon","Inflation","2013","2.1","2.1","0.78",""
"Cameroon","Inflation","2014","1.9","1.9","0.7",""
"Cameroon","Inflation","2015","2.8","2.8","0.62",""
"Cameroon","Land Rights and Access","2012","0.525233","0.53","",""
"Cameroon","Land Rights and Access","2013","0.5285292","0.53","",""
"Cameroon","Land Rights and Access","2014","0.5295482","0.53","",""
"Cameroon","Land Rights and Access","2015","0.5663139","0.57","",""
"Cameroon","Land Rights and Access","2016","0.566261307187509","0.57","0.235294117647059",""
"Cameroon","Natural Resource Protection","2011","68.088783067","68.1","0.415094339622642",""
"Cameroon","Natural Resource Protection","2012","61.336332295","61.3","0.452830188679245",""
"Cameroon","Natural Resource Protection","2013","61.633813427","61.6","0.452830188679245",""
"Cameroon","Natural Resource Protection","2014","61.633813427","61.6","0.452830188679245",""
"Cameroon","Natural Resource Protection","2015","61.633813427","61.6","0.452830188679245",""
"Cameroon","Natural Resource Protection","2016","61.633813427","61.6","0.452830188679245",""
"Cameroon","Political Rights","2010","7","7","0.173076923076923",""
"Cameroon","Political Rights","2011","7","7","0.150943396226415",""
"Cameroon","Political Rights","2012","7","7","0.150943396226415",""
"Cameroon","Political Rights","2013","8","8","0.188679245283019",""
"Cameroon","Political Rights","2014","9","9","0.226415094339623",""
"Cameroon","Political Rights","2015","9","9","0.283018867924528",""
"Cameroon","Primary Education Expenditures","2011","1.0","1.00","0.181818181818182",""
"Cameroon","Primary Education Expenditures","2012","1.1","1.07","0.216216216216216",""
"Cameroon","Primary Education Expenditures","2013","1.0","1.03","0.184210526315789",""
"Cameroon","Primary Education Expenditures","2014","1.0","1.03","0.184210526315789",""
"Cameroon","Primary Education Expenditures","2015","1.0","1.03","0.184210526315789",""
"Cameroon","Regulatory Quality","2010","0.09","0.09","0.538461538461538","0.1617930382490158"
"Cameroon","Regulatory Quality","2011","0.01","0.01","0.509433962264151","0.1563139855861664"
"Cameroon","Regulatory Quality","2012","-0.12","-0.12","0.433962264150943","0.1723532825708389"
"Cameroon","Regulatory Quality","2013","-0.12","-0.12","0.358490566037736","0.1682204008102417"
"Cameroon","Regulatory Quality","2014","-0.07","-0.07","0.39622641509434","0.1730485856533051"
"Cameroon","Regulatory Quality","2015","-0.09","-0.09","0.39622641509434","0.1668987125158310"
"Cameroon","Rule of Law","2010","-0.13","-0.13","0.403846153846154","0.1401194632053375"
"Cameroon","Rule of Law","2011","-0.13","-0.13","0.377358490566038","0.1308968961238861"
"Cameroon","Rule of Law","2012","-0.13","-0.13","0.39622641509434","0.1338678896427155"
"Cameroon","Rule of Law","2013","-0.14","-0.14","0.358490566037736","0.1308896988630295"
"Cameroon","Rule of Law","2014","-0.03","-0.03","0.433962264150943","0.1388774961233139"
"Cameroon","Rule of Law","2015","-0.13","-0.13","0.377358490566038","0.1384398490190506"
"Cameroon","Trade Policy","2012","54.9","54.9","",""
"Cameroon","Trade Policy","2013","61.2","61.2","",""
"Cameroon","Trade Policy","2014","59.6","59.6","",""
"Cameroon","Trade Policy","2015","61.6","61.6","",""
"Cameroon","Trade Policy","2016","53.44","53.4","0.0612244897959184",""
"Central African Republic","Access to Credit ","2012","24","24","",""
"Central African Republic","Access to Credit ","2013","24","24","",""
"Central African Republic","Access to Credit ","2014","24","24","",""
"Central African Republic","Access to Credit ","2015","24","24","",""
"Central African Republic","Access to Credit ","2016","24","24","0.5",""
"Central African Republic","Business Start-Up ","2012","0.6831619","0.683","",""
"Central African Republic","Business Start-Up ","2013","0.7295823","0.73","",""
"Central African Republic","Business Start-Up ","2014","0.4671841","0.467","",""
"Central African Republic","Business Start-Up ","2015","0.6161109","0.616","",""
"Central African Republic","Business Start-Up ","2016","0.705285216732542","0.705","0.0961538461538462",""
"Central African Republic","Child Health","2011","35.76621708","35.8","0.0576923076923077",""
"Central African Republic","Child Health","2012","35.76621708","35.8","0.0576923076923077",""
"Central African Republic","Child Health","2013","35.76621708","35.8","0.0576923076923077",""
"Central African Republic","Child Health","2014","35.76621708","35.8","0.0576923076923077",""
"Central African Republic","Child Health","2015","35.76621708","35.8","0.0576923076923077",""
"Central African Republic","Child Health","2016","35.76621708","35.8","0.0576923076923077",""
"Central African Republic","Civil Liberties","2010","22","22","0.346153846153846",""
"Central African Republic","Civil Liberties","2011","22","22","0.39622641509434",""
"Central African Republic","Civil Liberties","2012","19","19","0.320754716981132",""
"Central African Republic","Civil Liberties","2013","6","6","0.0943396226415094",""
"Central African Republic","Civil Liberties","2014","6","6","0.0943396226415094",""
"Central African Republic","Civil Liberties","2015","6","6","0.0943396226415094",""
"Central African Republic","Control of Corruption","2010","-0.03","-0.03","0.490566037735849","0.1922662407159805"
"Central African Republic","Control of Corruption","2011","0.02","0.02","0.509433962264151","0.1879708021879196"
"Central African Republic","Control of Corruption","2012","0.03","0.03","0.509433962264151","0.2014610320329666"
"Central African Republic","Control of Corruption","2013","-0.16","-0.16","0.39622641509434","0.1999388486146927"
"Central African Republic","Control of Corruption","2014","-0.28","-0.28","0.264150943396226","0.2003412991762161"
"Central African Republic","Control of Corruption","2015","-0.50","-0.50","0.150943396226415","0.1904609054327011"
"Central African Republic","Fiscal Policy","2010","-1.10033333333333","-1.1","0.82",""
"Central African Republic","Fiscal Policy","2011","-1.47133333333333","-1.5","0.725490196078431",""
"Central African Republic","Fiscal Policy","2012","-1.27566666666667","-1.3","0.725490196078431",""
"Central African Republic","Fiscal Policy","2013","-2.97033333333333","-3","0.54",""
"Central African Republic","Fiscal Policy","2014","-1.19","-1.2","0.8",""
"Central African Republic","Fiscal Policy","2015","-1.39933333333333","-1.4","0.8",""
"Central African Republic","Freedom of Information","2012","62","62","",""
"Central African Republic","Freedom of Information","2013","62","62","",""
"Central African Republic","Freedom of Information","2014","77","77","",""
"Central African Republic","Freedom of Information","2015","72","72","",""
"Central African Republic","Freedom of Information","2016","71","71","0.339622641509434",""
"Central African Republic","Gender in the Economy","2010","","","",""
"Central African Republic","Gender in the Economy","2011","","","",""
"Central African Republic","Gender in the Economy","2012","","","",""
"Central African Republic","Gender in the Economy","2013","","","",""
"Central African Republic","Gender in the Economy","2014","","","",""
"Central African Republic","Gender in the Economy","2015","2","2","0.411764705882353",""
"Central African Republic","Gender in the Economy","2016","2","2","0.411764705882353",""
"Central African Republic","Girls' Pri Edu Completion Rate (LIC only)","2011","32.2","32.2","0.0444444444444444",""
"Central African Republic","Girls' Pri Edu Completion Rate (LIC only)","2012","34.5","34.5","0.0425531914893617",""
"Central African Republic","Girls' Pri Edu Completion Rate (LIC only)","2013","34.5","34.5","0.0625",""
"Central African Republic","Girls' Pri Edu Completion Rate (LIC only)","2014","34.5","34.5","0.0612244897959184",""
"Central African Republic","Girls' Pri Edu Completion Rate (LIC only)","2015","34.5","34.5","0.0612244897959184",""
"Central African Republic","Girls' Sec Edu Enrollment Rate (LMIC only)","2011","16.4","16.4","0.0454545454545455",""
"Central African Republic","Girls' Sec Edu Enrollment Rate (LMIC only)","2012","15.3","15.3","0.0222222222222222",""
"Central African Republic","Girls' Sec Edu Enrollment Rate (LMIC only)","2013","15.3","15.3","0.0222222222222222",""
"Central African Republic","Girls' Sec Edu Enrollment Rate (LMIC only)","2014","15.3","15.3","0.0217391304347826",""
"Central African Republic","Girls' Sec Edu Enrollment Rate (LMIC only)","2015","15.3","15.3","0.0217391304347826",""
"Central African Republic","Government Effectiveness","2010","-0.47","-0.47","0.173076923076923","0.21362006664276120"
"Central African Republic","Government Effectiveness","2011","-0.39","-0.39","0.245283018867925","0.21282348036766050"
"Central African Republic","Government Effectiveness","2012","-0.50","-0.50","0.169811320754717","0.21135431528091430"
"Central African Republic","Government Effectiveness","2013","-0.69","-0.69","0.0566037735849057","0.18662914633750920"
"Central African Republic","Government Effectiveness","2014","-0.96","-0.96","0.0566037735849057","0.20231185853481290"
"Central African Republic","Government Effectiveness","2015","-0.86","-0.86","0.0566037735849057","0.19457662105560300"
"Central African Republic","Health Expenditures","2009","1.5","1.5","0.26530612244898",""
"Central African Republic","Health Expenditures","2010","1.98","1.98","0.448979591836735",""
