id,title,description,attribution,"data_fields.Publisher","data_fields.tags","data.data_organization","data.data_filename"
"0b250ec8-24cb-4dfa-97f7-ea07a0ffc596","Honolulu County Births, Deaths, Marriages, Civil Unions 2012","City & County of Honolulu statistics","Honolulu County Births, Deaths, Marriages, Civil Unions 2012 (https://catalog.data.gov/dataset/0b250ec8-24cb-4dfa-97f7-ea07a0ffc596) is licensed under CC BY 3.0 (https://creativecommons.org/licenses/by/3.0/)","data.hawaii.gov","[""birth"",""civil-union"",""death"",""marriages""]","[""State of Hawaii"",""State of Hawaii"",""State of Hawaii"",""State of Hawaii""]","[""3eefb7540f50dd902f8029cff8a8bf8da0ac8ab8a7cfadd0c0d538742d289080.text.csv"",""920a8cf9d483d61fa781f0833c9f1b29fa43ce65b170abc65ee965b3d7f74f77.application.rdf+xml"",""72f2af602cd6237bedacf781e3d39082288da780746b3db60e25f72e4db05d98.application.json"",""eaf9297e41028eb0ddc1bfc919cd0d384f247fd3ee5864e7e7a61a77611c404c.text.xml""]"
"0b3e7305-2216-471a-9d15-89636d3c9ce3","Maui County TEFAP Agencies","Organizations in Maui County participating in the USDA","Maui County TEFAP Agencies (https://catalog.data.gov/dataset/0b3e7305-2216-471a-9d15-89636d3c9ce3) is licensed under CC BY 3.0 (https://creativecommons.org/licenses/by/3.0/)","data.hawaii.gov","maui-county-agencies","[""State of Hawaii"",""State of Hawaii"",""State of Hawaii"",""State of Hawaii""]","[""733c2bfc9ca380bbdf8c186866af16ab3fccf5e21ab1a77d6f2b661ab790366b.text.csv"",""166a093f936c25d528b829df16024e09701e40f7b496dd79d25f84759e6a0148.application.rdf+xml"",""9e87fdbae11496985ce3d139041e09612beaa29904caa5b8f3700709cc36f3fc.application.json"",""ebe7c66e32c354f00358ec8c57fd8fe5de766b27058ff986901c31f3ad3b5ce9.text.xml""]"
"0b425452-fcdb-47bf-bb59-cb384ad4f29f","San Francisco Plant Finder Data","This is the plant list used by the SF Plant Finder (http://sfplantfinder.org).

The San Francisco Plant Finder is a resource for gardeners, designers, ecologists and anyone who is interested in greening neighborhoods, enhancing our urban ecology and surviving the drought. The Plant Finder recommends appropriate habitat-building plants for sidewalks, gardens and roofs that are adapted to San Francisco's unique environment and climate.

The plants in the database include California natives and Mediterranean climate exotics. A large subset of the California natives are actually local San Francisco natives. We strongly recommend local natives since they provide the best habitat for local pollinators and other wildlife with whom they have co-evolved. San Francisco natives are the most closely adapted to the climate and environment of the San Francisco peninsula of course, and so they are the best in terms of water and soil conservation, ecosystem health, and overall sustainability.

You can get the geographic ares for plant communities represented in this dataset here: https://data.sfgov.org/d/27u4-a5b3","San Francisco Plant Finder Data (https://catalog.data.gov/dataset/0b425452-fcdb-47bf-bb59-cb384ad4f29f) is licensed under PDDL (https://opendatacommons.org/licenses/pddl/1.0/)","data.sfgov.org","[""environment"",""green-connections"",""planning"",""plant"",""plantfinder"",""plants"",""sf-plant-finder""]","[""City of San Francisco"",""City of San Francisco"",""City of San Francisco"",""City of San Francisco""]","[""3d01e23373c3726d6648becf78753a7ce635b6555f9377da01b8bc79d2ae9fbf.text.csv"",""81bc779692871eb7d1e476f53b95d6392aa56648c27331dbe070a583700888bb.application.rdf+xml"",""f1cc099ce76647aecc118a86ee2fc9f4a889f0f4f244860f318cb75c1e2369a7.application.json"",""10ec7b8ca5a1ed48afd953f95bba4ce277b3f9767f0102023783d6006c39ae48.text.xml""]"
"0b986030-8d1a-43d6-9e50-2248de9502c5","Environmental Citations","The Environmental Control Board is a regulatory agency with an administrative court charged with the responsibility of adjudicating civil citations in accordance with Article 1, Section 40 of the Baltimore City Code.","Environmental Citations (https://catalog.data.gov/dataset/0b986030-8d1a-43d6-9e50-2248de9502c5) is licensed under CC BY 3.0 (https://creativecommons.org/licenses/by/3.0/)","data.baltimorecity.gov","[""citations"",""environmental""]","[""City of Baltimore"",""City of Baltimore"",""City of Baltimore"",""City of Baltimore""]","[""90ab6aea20332c441952d2648c6d2690ab85da444d96deb732ffbd0d46dfdded.text.csv"",""430df634a516a2ebf3ac5e891de18d5a97f188025269b680d8a15fd2f8898a38.application.rdf+xml"",""cb6d4e545ba4ef57648796a2f5d55d6421c9c1d0e993978579071f456a19c658.application.json"",""81a8e780aebaad35443c0695f1c405757da46c985ffcb42c731490c4699937e7.text.xml""]"
"0babb22c-5a11-4994-9754-af1a49445f68",Assets,"The locations of assets like trash cans, picnic tables, benches, etc, operated and maintained by Rec and Park. Additional assets like guard rails, fences, etc. available in this companion dataset: https://data.sfgov.org/d/5hfg-uukb","Assets (https://catalog.data.gov/dataset/0babb22c-5a11-4994-9754-af1a49445f68) is licensed under PDDL (https://opendatacommons.org/licenses/pddl/1.0/)","data.sfgov.org","[]","[""City of San Francisco"",""City of San Francisco""]","[""1a30733908b9b84b55cfdef01df0a710c962ada79537e57ccfceb3c456104064.application.json"",""9fecbf5baf9cdd5e312068e8d986bc074543c344bbbb17c7b7adfd2cba440e36.text.csv""]"
"0bd08142-e45a-4193-93d8-df5ea521255d","NASA Patents","This dataset shows information pertaining to NASA held and pending patents.","NASA Patents (https://catalog.data.gov/dataset/0bd08142-e45a-4193-93d8-df5ea521255d) is licensed under U.S. Government Work (http://www.usa.gov/publicdomain/label/1.0/)","data.nasa.gov",patents,"[""National Aeronautics and Space Administration"",""National Aeronautics and Space Administration"",""National Aeronautics and Space Administration"",""National Aeronautics and Space Administration""]","[""28656c43419e31cdf304cf1dce75adbe78a95111813417f20d64f06b0c92edaf.text.csv"",""bf157f2453444d078389a2a64b30ed3c7dbaf3d5b80d2d2f4083db581d221337.application.rdf+xml"",""e2d5e7aa211692c4b2ca3cbe1b8525ba0b8c0093656113ed9f0d153694310e4e.application.json"",""1c39ca68d36b0ea508fa04d2e4cdae7d2c6d71e4c6fcaebcfe98ad4d62e2c66b.text.xml""]"
"0bdde0b3-fb4b-4875-8701-d0bbdde54be7","[Known Issue] Lobbyist Activity - Activity Expenses","[Update 2019-01-08] Data continues not to load but we are now working on developing an ETL off of a new API delivered by Netfile. We are in the discovery phase and do not have an exact ETA but are aiming to have the work complete this quarter.

[Issue 2018-02-21]: We are currently experiencing issues loading updated data from the Netfile source. We are investigating alternative approaches to restoring the automation. Data is not loading after December 2017 for most of the lobbyist activity datasets. During the outage, the data can be accessed via the Ethics Commission's lobbyist web site: https://netfile.com/lobbyistpub/#sfo

+++++++++

""Activity expenses"" means any expense incurred or payment made by a lobbyist or a lobbyist's client at the behest of the lobbyist, or arranged by a lobbyist or a lobbyist's client at the behest of the lobbyist, which benefits in whole or in part any: officer of the City and County; candidate for City and County office; aide to a member of the Board of Supervisors; or member of the immediate family or the registered domestic partner of an officer, candidate, or aide to a member of the Board of Supervisors. An expense or payment is not an ""activity expense"" unless it is incurred or made within three months of a contact with the officer, candidate, or Supervisor's aide who benefits from the expense or payment, or whose immediate family member or registered domestic partner benefits from the expense or payment. ""Activity expenses"" include honoraria, consulting fees, salaries, and any other thing of value totaling more than $25 in value in a consecutive three-month period, but do not include political contributions.Activity expenses are disclosed by lobbyists registered with the Ethics Commission on a monthly basis.  This dataset updates automatically every night.","[Known Issue] Lobbyist Activity - Activity Expenses (https://catalog.data.gov/dataset/0bdde0b3-fb4b-4875-8701-d0bbdde54be7) is licensed under PDDL (https://opendatacommons.org/licenses/pddl/1.0/)","data.sfgov.org","[""activity"",""ethics"",""expense"",""lobbyist""]","[""City of San Francisco"",""City of San Francisco"",""City of San Francisco"",""City of San Francisco""]","[""5936cb693a408c78a3f004ba049239684e6edb08294ae9bbd868048f7c04e871.text.csv"",""6c0f0529c4e33ecf5ed9d421529cf328c6463c274ff20662f4bc856680384511.application.rdf+xml"",""d4c3cb2f5fb671ace3329ed5ed66e242b0682204e04ea119061d027b9e9ebdb1.application.json"",""f170111cd2d9269b1b4cfa1b3182c6f470e90b3d4c8c471d56bbe5cc32a1ca49.text.xml""]"
"0bf6b0f7-c1fe-40fe-9761-0b974e149ce6",Bikelanes,"L.A. County Bike Lanes from Metro","Bikelanes (https://catalog.data.gov/dataset/0bf6b0f7-c1fe-40fe-9761-0b974e149ce6) is licensed under CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/)","data.lacity.org","bikeways-bikelanes","[""City of Los Angeles"",""City of Los Angeles"",""City of Los Angeles"",""City of Los Angeles"",""City of Los Angeles"",""City of Los Angeles"",""City of Los Angeles"",""City of Los Angeles""]","[""e56a7e511d3cc39a827be5da52135e9235c1f69710f605dbd025a36322fa68ee.application.json"",""9b26be9df838abb28c504d8e57f8c1370bcd163ee895cbe9dd3b62b6ac821208.application.json"",""2ce1b3064a2b71a116a4dc75fa5e5b970948d1d6886fb56ff463878145a50771.application.json"",""11d2913bd2e639416ce16c607119fc74185515ab83cf41ebfde98f1e920a1d9e.application.json"",""6ae4eafa06f6e67843b0ff09cc5b4ca62ad61d2b1dc0feb5ceb5268a04f20680.text.csv"",""bdfcd4d98dac0b6c40321db61f4c3ad18d906157cc667cdf447e015652c32965.text.csv"",""af93ff76f77334198f2e4a97c0d259d65fdb8ca12c3560e41dfb12ae2368394a.text.csv"",""c90bd684529e7e2a91ed2cef40b2c5ce660ff9b3643ab98417d4e2955a9328e3.text.csv""]"
"0c3900b4-3b8e-4421-bf49-b21dc7f7a2a1","Education and Youth 2010 - Shape","BNIA-JFI tracks twenty seven indicators for elementary, middle, and high school students in an effort to measure the educational performance and youth engagement in Baltimore City. These indicators are grouped into the following seven categories: student enrollment and demographics; dropout rate and high school completion; student attendance, suspensions and expulsions; elementary and middle school student achievement; high school performance; youth labor force participation; and youth civic engagement. The source of data for the Education and Youth section is provided by the Baltimore City Public School System, the American Community Survey and the Baltimore City Board of Elections. The data provided by the Baltimore City Public Schools includes student address, which allows BNIA-JFI to present data on educational performance by the neighborhood in which the student lives, not by the school attended. This allows BNIA-JFI to examine the relationship between community conditions and educational performance. Education and Youth indicators may not be directly comparable to data provided by either the Baltimore City Public School System or the Maryland Department of Education due to several reasons including differences in methodology used to create indicators, excluding students who cannot be matched between data files provided by BCPSS, and excluding students whose home address cannot be geocoded. In the 2009-2010 school year, 3.4% of the student addresses could not be matched or geocoded. This means that these students were not included in our analysis and not included in calculations for the City as a whole and therefore direct comparisons to data and results available through the Baltimore City Public Schools and the Maryland Report Card cannot be made.","Education and Youth 2010 - Shape (https://catalog.data.gov/dataset/0c3900b4-3b8e-4421-bf49-b21dc7f7a2a1) is licensed under CC BY 3.0 (https://creativecommons.org/licenses/by/3.0/)","data.baltimorecity.gov","[""census"",""education"",""youth""]","[""City of Baltimore"",""City of Baltimore""]","[""36cd7a22dfe5db2c021aaa83c10384c9d00b7183df0e7f98d9d8a68aea8c852f.application.json"",""7d0105d2436b2bcad9a0c579c9854d704fbe8e17b2b222f8e63863fe18c05162.text.csv""]"
"0c46a363-a8cb-41bf-a695-de94cc5b2918","LADWP Water Supply in Acre Feet","Sources of LADWP Water Supply in Acre Feet. MWD - Metropolitan Water District, LA Aqueduct, Local Groundwater, and Recycled Water.","LADWP Water Supply in Acre Feet (https://catalog.data.gov/dataset/0c46a363-a8cb-41bf-a695-de94cc5b2918) is licensed under CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/)","data.lacity.org","water-supply","[""City of Los Angeles"",""City of Los Angeles"",""City of Los Angeles"",""City of Los Angeles""]","[""c76ecc2c1201eb69a0b7ec5a46e29b0d1155b98ff96e86ae8b4ffa9efdd762bd.text.csv"",""2d00b664da3838a9ce35fe736b5a99cafc8bfe571069179d732eed3604dab08b.application.rdf+xml"",""aa647c97d18bdd24cdd84facc9caf04b7148ab47bbd47224a4cc8ebf10c552ee.application.json"",""c80a56e4de4e1935d492f22333df2a6a87b0934741da53d04ea214615043d60f.text.xml""]"
"0c4888bf-4e8d-4e86-b774-0afda835bb86","USDA Rural Development Multifamily Section 515 Rural Rental Housing and Section 514 Farm Labor Housing Property Characteristics","Property locations and characteristics for USDA Rural Development Multifamily Direct Loan programs: Section 515 Rural Rental Housing and Section 514 Farm Labor Housing. Includes latitude and longitude coordinates, property address, type of development, date of operation, profit type, management agent,  loan program identifier, Low Income Housing Tax Credit identifier and expiration date, Multifamily Preservation and Revitalization program identifier, total units, USDA Section 521 rental assistance units, units by bedroom size, and vacant units.","USDA Rural Development Multifamily Section 515 Rural Rental Housing and Section 514 Farm Labor Housing Property Characteristics (https://catalog.data.gov/dataset/0c4888bf-4e8d-4e86-b774-0afda835bb86) is licensed under CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/)","Rural Development, Department of Agriculture","[""agriculture"",""agriculture-and-rural-development"",""data"",""disaster-assistance"",""dwelling"",""farm-labor-housing"",""farmworker"",""housing"",""multifamily"",""property"",""rental"",""rental-assistance"",""rural-development"",""section-514"",""section-515"",""united-states-department-of-agriculture"",""usda""]","Department of Agriculture","6cf934cbaa608cb25bedd3177bc9e82e245a7fab6fd86b3b86bdb0e03edf76b8.text.csv"
"0c63dbb9-3838-4f14-868b-2c25cf08562c","Language Assistance Program July 2016","Each person who files bankruptcy is required to attend a meeting of creditors and respond to questions under oath from the trustee and creditors. The meetings are held nationwide. In those locations where the room is controlled by the USTP, if a participant (debtor or creditor) has limited English proficiency, an interpreter is provided free of charge via a conference phone. The number and type of languages interpreted, along with the location where the service was provided, is collected monthly by the USTP for oversight, billing, and statistical purposes. Data are provided in delimited text files. Each entry represents one interpreting session, which may include more than one case.","Language Assistance Program July 2016 (https://catalog.data.gov/dataset/0c63dbb9-3838-4f14-868b-2c25cf08562c) is licensed under U.S. Government Work (http://www.usa.gov/publicdomain/label/1.0/)","Executive Office for United States Trustees","section-24-information-and-communications","Department of Justice","b28aa585def6241a063e5edf1d0b187ce84a829b04431342fc54e856b467ad36.text.csv"
"0c719448-2dcf-4d9e-895d-d884561b6fbf","Foreclosure Lis Pendens 1/1/2006 to Current","Data is extracted from the City Clerk land record database on a monthly basis. The data is updated on the first work week of each month. Each foreclosure and lis pendens has multiple deeds filed for each transaction, we have summarized the documents to show only one record per property. Some properties we were unable to locate from the City Clerks records.","Foreclosure Lis Pendens 1/1/2006 to Current (https://catalog.data.gov/dataset/0c719448-2dcf-4d9e-895d-d884561b6fbf) is licensed under CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/)","data.hartford.gov","[""city-clerk"",""city-of-hartford"",""foreclosure"",""hartford"",""housing"",""lis-pendens""]","[""City of Hartford"",""City of Hartford"",""City of Hartford"",""City of Hartford""]","[""307b116652f032042ec46070d71c5d7c9eb181c33e5d9b17e9a8eb31a13683da.text.csv"",""ee374ab53901797592069cebe2bdf1745cec60700b8afd4a43d5d33af2598ab4.application.rdf+xml"",""211b67796bfb1a6bbc3a5940c8b9d3faace563f0a849200e6fa285da384d7afb.application.json"",""920b5a51e602122594a5d0b6baf1636580e9c7ebb91736a4809213e1632ea3df.text.xml""]"
"0c7357a9-05f5-4978-bb2c-0da04c024369","Table 10: Cumulative Sanitary Surveys of Drinking Water Systems","DOH Environmental Indicators","Table 10: Cumulative Sanitary Surveys of Drinking Water Systems (https://catalog.data.gov/dataset/0c7357a9-05f5-4978-bb2c-0da04c024369) is licensed under CC BY 3.0 (https://creativecommons.org/licenses/by/3.0/)","data.hawaii.gov","[""sanitary"",""water""]","[""State of Hawaii"",""State of Hawaii"",""State of Hawaii"",""State of Hawaii""]","[""ad73a9682bd0455ab55afcce6782c2e6c316a3a6c2ec369058714b8d3d9e5075.text.csv"",""a7926e08f2e7480ed32d932bcb83265ae3a6c78525b432155b7f2c34c637e549.application.rdf+xml"",""a968e81ff366330ea32c77f6903945b9403412ab0d141e4d04496e2487371719.application.json"",""fe072153e2dbb503497d093da68a2f77695acb9c0124082b294c45bbfa01ef53.text.xml""]"
"0ca7a156-b9e0-4b32-8246-18dc62c682c3","Complications and Deaths - State","Complications and deaths - state data. This data set includes state-level data for the hip/knee complication measure, the CMS Patient Safety Indicators, and 30-day death rates.","Complications and Deaths - State (https://catalog.data.gov/dataset/0ca7a156-b9e0-4b32-8246-18dc62c682c3) is licensed under U.S. Government Work (http://www.usa.gov/publicdomain/label/1.0/)","Centers for Medicare & Medicaid Services","[""complications"",""hospital-compare""]","[""U.S. Department of Health & Human Services"",""U.S. Department of Health & Human Services"",""U.S. Department of Health & Human Services""]","[""63a10b25f1c635bb7f7b53e63c4cd034f79a56fb9a628d9098a6d376f3197f3e.text.csv"",""b736ec8fa750d50375dd9c6ffac41637788ff8b1392e68cbad0223a6fc35904e.application.rdf+xml"",""80e5d6271d526048b12b69e689cee112ae4b1618cc48409ed5aa901da6b769af.application.json""]"
"0ca9bc2c-80e1-495b-87c2-f59fe7731afe","IDEA Part B Section 618 Table 8 Maintenance of Effort and Coordinated Early Intervention Services, Federal Fiscal Year 2011/School Year 2011-12","IDEA Part B Section 618 Table 8 Maintenance of Effort and Coordinated Early Intervention Services, Federal Fiscal Year 2011/School Year 2011-12 (IDEA Part B Table 8 FFY 2011/SY 2011-12), is a study that is part of the IDEA Part B program; program data is available since 2006 at . IDEA Part B Table 8 FFY 2011/SY 2011-12 is a universe cross-sectional report that collected data on allocations of IDEA funds; the dollar amount of Maintenance of Effort (MOE) reduction; the dollar amount reserved for Coordinated Early Intervening Services (CEIS); and the number of children receiving CEIS disaggregated by LEA/educational service agency (ESA). State education agencies (SEAs) must submit data required by section 618 of the IDEA on the form provided by the Secretary by electronic submission. Key statistics produced from IDEA Part B Table 8 FFY 2011/SY 2011-12 provide Maintenance of Effort (MOE) reduction, and Coordinated Early Intervening Services (CEIS) dollar amounts; the number of children receiving CEIS disaggregated by LEA/educational service agencies (ESA) under IDEA Part B, as well as how IDEA funds are used.","IDEA Part B Section 618 Table 8 Maintenance of Effort and Coordinated Early Intervention Services, Federal Fiscal Year 2011/School Year 2011-12 (https://catalog.data.gov/dataset/0ca9bc2c-80e1-495b-87c2-f59fe7731afe) is licensed under CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/)","Office of Special Education Programs","[""education-of-individuals-with-disabilities"",""idea-part-b"",""intervention-services"",""special-education""]","Department of Education","49ce6047f774f9c220a305d6e7e91b8ce217629139c0c59e4af6abdda9fd5e27.text.csv"
"0cbb09dc-4012-4f18-900e-6d746bfc10d3","NCHS - VSRR Quarterly provisional estimates for infant mortality","Provisional estimates of infant mortality (deaths of infants under 1 year per 1,000 live births), neonatal mortality (deaths of infants aged 0-27 days per 1,000 live births), postneonatal mortality (deaths of infants aged 28 days through 11 months per 1,000 live births), and death rates for the five leading causes of infant death.","NCHS - VSRR Quarterly provisional estimates for infant mortality (https://catalog.data.gov/dataset/0cbb09dc-4012-4f18-900e-6d746bfc10d3) is licensed under U.S. Government Work (http://www.usa.gov/publicdomain/label/1.0/)","Centers for Disease Control and Prevention","[""causes-of-death"",""infant-mortality"",""national-vital-statistics-system"",""nvss"",""vital-statistics-rapid-release"",""vsrr""]","[""U.S. Department of Health & Human Services"",""U.S. Department of Health & Human Services"",""U.S. Department of Health & Human Services""]","[""4583e0c59aba1daa2b75df1559e23dc0f12048847577f17d482690e37eba415d.text.csv"",""a870998e29c25ffa60aba4d5c6d103cd892684d5ccde3ab9c86b1aaeab2282a9.application.rdf+xml"",""b348778bab6e7a299ae0b31871fb74e40d116ee46d14233489f1bd804c2ef9e2.application.json""]"
"0d0ee724-e11c-4f2d-8443-6b679fc43654","NNDSS - Table II. Invasive pneumococcal disease, all ages","NNDSS - Table II. Invasive pneumococcal disease, all ages - 2018. In this Table, provisional cases of selected notifiable diseases (≥1,000 cases reported during the preceding year), and selected low frequency diseases are displayed. The Table includes total number of cases reported in the United States, by region and by states or territory.
   Note:
   This table contains provisional cases of selected national notifiable diseases from the National Notifiable Diseases Surveillance System (NNDSS). NNDSS data from the 50 states, New York City, the District of Columbia and the U.S. territories are collated and published weekly on the NNDSS Data and Statistics web page (https://wwwn.cdc.gov/nndss/data-and-statistics.html). Cases reported by state health departments to CDC for weekly publication are provisional because of the time needed to complete case follow-up.  Therefore, numbers presented in later weeks may reflect changes made to these counts as additional information becomes available. The national surveillance case definitions used to define a case are available on the NNDSS web site at https://wwwn.cdc.gov/nndss/. Information about the weekly provisional data and guides to interpreting data are available at: https://wwwn.cdc.gov/nndss/infectious-tables.html.
   Footnotes:
   C.N.M.I.: Commonwealth of Northern Mariana Islands.
   U: Unavailable. —: No reported cases. N: Not reportable. NA:  Not Available.  NN: Not Nationally Notifiable. NP: Nationally notifiable but not published. Cum: Cumulative year-to-date counts. Med: Median. Max: Maximum.

Case counts for reporting years 2017 and 2018 are provisional and subject to change. Data for years 2013 through 2016 are finalized. For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesS....

† Includes drug resistant and susceptible cases of invasive pneumococcal disease.","NNDSS - Table II. Invasive pneumococcal disease, all ages (https://catalog.data.gov/dataset/0d0ee724-e11c-4f2d-8443-6b679fc43654) is licensed under U.S. Government Work (http://www.usa.gov/publicdomain/label/1.0/)","Centers for Disease Control and Prevention","[""2018"",""all-ages"",""invasive-pneumococcal-disease"",""nedss"",""netss"",""nndss"",""wonder""]","[""U.S. Department of Health & Human Services"",""U.S. Department of Health & Human Services"",""U.S. Department of Health & Human Services"",""U.S. Department of Health & Human Services""]","[""5991cd7878f2ff47ade3e0776418d1c6c93304e7ba1d4464411abc3c206d2dc1.text.csv"",""b764cb809e38ea3e50697a7c9587b4deb8becc8021663d863bece16b82881a12.application.rdf+xml"",""7ed1e64ea58f583f2e2852c0466cf3b8fd6c34db06833f05dc912cf9a00452c4.application.json"",""857c9c0cbff4c1640e06d2fa7055303414611ef125410fa4d7544ab4482cd6ac.text.xml""]"
"0d12b8f7-d89c-4e56-a183-70472b3fecde","DBEDT Hawaii Energy Star Buildings 2003-2011","DBEDT Hawaii Energy Star Buildings 2003-2011","DBEDT Hawaii Energy Star Buildings 2003-2011 (https://catalog.data.gov/dataset/0d12b8f7-d89c-4e56-a183-70472b3fecde) is licensed under CC BY 3.0 (https://creativecommons.org/licenses/by/3.0/)","data.hawaii.gov","[""building"",""energy""]","[""State of Hawaii"",""State of Hawaii"",""State of Hawaii"",""State of Hawaii""]","[""35a8a1f381a6415e783e04c344afb7b1b98c8a75e25c741697b1efbf75950255.text.csv"",""803aa9c3a0b981e7810a23f0797a7e6d2fd755b6e2bebbfe0023b319fed6fdb9.application.rdf+xml"",""e817f84a4ee5265a373a0a4d8f1ca196988d94d7bbfbca670871eff2dd2e923d.application.json"",""250e274463fb73fc6bb0425365a15dfb7f58fd068f91bbccf538a2a8aadfc038.text.xml""]"
"0d14085c-d073-4569-99cf-ea1c5ea1fcf0","Parks Alliance CPSI (27+TL sites)","Boundaries of 27 open space sites that are part of the OEWD Citywide Public Space Initiative, plus UN Plaza, Boeddeker Park, TL Recreation Center, and Civic Center Plaza.","Parks Alliance CPSI (27+TL sites) (https://catalog.data.gov/dataset/0d14085c-d073-4569-99cf-ea1c5ea1fcf0) is licensed under PDDL (https://opendatacommons.org/licenses/pddl/1.0/)","data.sfgov.org","[]","[""City of San Francisco"",""City of San Francisco"",""City of San Francisco"",""City of San Francisco""]","[""4c5dd893306c5bcac9f8f7d09409b28d655cdef3cf6925f58e9db034c36083c3.text.csv"",""6248bfdb91e5ff40093606a037638167b40af83f0b0b2d0a17d6814d2c2e9285.application.rdf+xml"",""fbbbcc440cad795c608d2aabf8e4f3cd36c9c0242664cbe3b10f8beaa4dab634.application.json"",""707c5be168574a9eb8e4c9decca9172c2a93c1f2c423652720a2e13c699bdff3.text.xml""]"
"0d18482d-9d23-4c02-bf7e-f8e55cf5b9c0","Port of Los Angeles - ADP Project","Port of Los Angeles - Application for Discretionary Permit (ADP) Project","Port of Los Angeles - ADP Project (https://catalog.data.gov/dataset/0d18482d-9d23-4c02-bf7e-f8e55cf5b9c0) is licensed under CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/)","data.lacity.org",permit,"[""City of Los Angeles"",""City of Los Angeles"",""City of Los Angeles"",""City of Los Angeles""]","[""96d5466118098b1af9524547076fde98eda99078d8f2165850a4cc5721bdcabc.text.csv"",""6a2dec0070e14e113c5d4ce0f6f18ba7bd3780458ec5d8eba48a2a8d166c4e9a.application.rdf+xml"",""0ff1e3e1b954e49425970d323ec75000a7158719ab8a1fe5766557e755f6a128.application.json"",""ebbcd7c25d51040922f8261bab0ecb272f941429b6d8cbeca069fe3d28f5b974.text.xml""]"
"0d356007-dfa2-4896-8644-1044cfaa0391","LA City Events","All city event calendar.","LA City Events (https://catalog.data.gov/dataset/0d356007-dfa2-4896-8644-1044cfaa0391) is licensed under CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/)","data.lacity.org","[]","[""City of Los Angeles"",""City of Los Angeles"",""City of Los Angeles"",""City of Los Angeles""]","[""d3a679d68f6966acf403b217f5b51b3f1c7d782fe8d87228a6f033ed92b9ad40.text.csv"",""1a2deeb0dd123e20967d111b65bc5f953bc52fd0a1c9ddb3257b86275408a530.application.rdf+xml"",""328ab5f34222432152ec33d139b16e12fde0c516bfaabebe98550713fa24ecb1.application.json"",""9395daa1280342c76ab9f05afe66db8d8c82b2cc7c6900221c932d368e7764b9.text.xml""]"
"0d41e1f6-21df-47b2-84c2-dce3e6a2f98f","Spring-Main Pilot Parking Meter Policies","Parking meter policies from LADOT pilot new signage program. Attributes are block address, time limit, and hours of operation including tow-away, metered hours, passenger loading and overnight no parking.","Spring-Main Pilot Parking Meter Policies (https://catalog.data.gov/dataset/0d41e1f6-21df-47b2-84c2-dce3e6a2f98f) is licensed under CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/)","data.lacity.org","[]","[""City of Los Angeles"",""City of Los Angeles""]","[""31d83164dbb298c5851e4100b692694de4a1bb8c90ee8ddd8cd1cc10592b9042.application.json"",""04e973f69cc264469a9c874f5e48d319df131fe5462b75023609908b5d8f54ac.text.csv""]"
"0d4e5cf2-6ea7-4cd4-9003-42ad42cc714f","Rail-related Injuries Illnesses Fatalities","A list of rail related casualties reported via F 6180.55A","Rail-related Injuries Illnesses Fatalities (https://catalog.data.gov/dataset/0d4e5cf2-6ea7-4cd4-9003-42ad42cc714f) is licensed under U.S. Government Work (http://www.usa.gov/publicdomain/label/1.0/)",USDOT,"[""casualties"",""fatalities"",""illnesses"",""injuries""]","[""Department of Transportation"",""Department of Transportation"",""Department of Transportation"",""Department of Transportation""]","[""5cff880d45bc420e7ddd76c191c5e5c1ac54076751a3163be832516d11854689.text.csv"",""b5522e7a31c9f3f6f1be7f4a0f2d9ab3d26dc1bebdde32ca58c28a49d5f21ddb.application.rdf+xml"",""6efb983caaad3dfd4a983abfc39b8bbc70ba4a04f80d8788998bb439dda77018.application.json"",""f82c1d09d6f7c06fcea61a08f30128b93722cc2b6a09411a5eb7d1c2e0bab715.text.xml""]"
"0d512a50-d774-437f-b0d0-77546531ef8c","Miles Of Streets","A report compiled for the Controller's Office containing miles of City streets broken out by jurisdiction.","Miles Of Streets (https://catalog.data.gov/dataset/0d512a50-d774-437f-b0d0-77546531ef8c) is licensed under PDDL (https://opendatacommons.org/licenses/pddl/1.0/)","data.sfgov.org","[""base"",""basemap"",""controller"",""jurisdiction"",""map"",""miles"",""of"",""streets""]","[""City of San Francisco"",""City of San Francisco"",""City of San Francisco"",""City of San Francisco""]","[""b005858fdba0e1fc32549ce84501e22f132fbdbb3eeda8ec39c888a37de33c1d.text.csv"",""29e0344e3e738f09a172ae2732cee1b4c3bb0363d286642f2d036e10a614372d.application.rdf+xml"",""154bce131f40d241408d5d0ec2e294430ddde63ffcd4361ec84eccf1008c99d1.application.json"",""a8dedc3c7edaa1b39da775d8f6ba8fd46450159e84e6db1605f88efd613835ee.text.xml""]"
